# You can find the dataset in the paper titled "NSGAN: A Non-dominated Sorting Optimization-based Generative Adversarial Design Framework for Alloy Discovery." And for your convenience in reviewing, we have pasted the entire contents of the dataset below.
 \,Processing,Ag,Al,B,Be,Bi,Cd,Co,Cr,Cu,Er,Eu,Fe,Ga,Li,Mg,Mn,Ni,Pb,Sc,Si,Sn,Ti,V,Zn,Zr,Elongation (%),Tensile Strength (MPa),Yield Strength (MPa),class
306,No Processing,0,0.964534,0,0,0,0,0,1.40E-05,2.00E-05,0,0,0.0016,0,0,0.0297,3.20E-05,0,0,0.0016,0.0008,0,0.00024,0,6.00E-05,0.0014,10.5,265,172,1
307,No Processing,0,0.963397,0,0,0,0,0,1.30E-05,2.00E-05,0,0,0.0015,0,0,0.0295,3.00E-05,0,0,0.0029,0.0009,0,0.00024,0,0.0001,0.0014,9.1,322,242,1
308,No Processing,0,0.95991,0,0,0,0,0,1.00E-05,2.00E-05,0,0,0.0016,0,0,0.0296,3.00E-05,0,0,0.0062,0.001,0,0.00021,0,2.00E-05,0.0014,9.1,325,240,1
309,No Processing,0,0.95785,0,0,0,0,0,1.00E-05,3.00E-05,0,0,0.0016,0,0,0.0287,4.00E-05,0,0,0.0091,0.00092,0,0.00028,0,7.00E-05,0.0014,10.4,320,220,1
310,No Processing,0,0.9999,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,50,44.8159205,10.3421355,1
311,No Processing,0,0.999714,0,0,0,0,0,0,6.00E-05,0,0,6.00E-05,0,0,6.00E-05,2.00E-05,0,0,0,6.00E-05,0,2.00E-05,0,6.00E-06,0,50,45,,1
312,No Processing,0,0.9988,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,90,35,1
313,No Processing,0,0.998749062,0,0,0,0,0,0,0.000250188,0,0,0,0,0,0,0.000250188,0,0,0,0,0,0.000250188,0,0.000500375,0,35,90.5,40,1
314,No Processing,0,0.998,0,0,0,0,0,0,0.0005,0,0,0.0001,0,0,0,0,0,0,0,0.001,0,0.0004,0,0,0,45,62.052813,20.684271,1
315,No Processing,0,0.99769954,0,0,0,0,0,0,0.00015003,0,0,0.00075015,0.00015003,0,0,0.00010002,0,0,0,0.00075015,0,0.00015003,0.00025005,0,0,32,75,50.5,1
316,No Processing,0,0.9973,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.0015,0,0,0,0,0,0,0,0,0,35,89.631841,34.473785,1
317,No Processing,0,0.996,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,27,89.631841,34.473785,1
318,No Processing,0,0.996,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.001,0,0,0,0,0,43,68.94757,27.579028,1
319,No Processing,0,0.995848547,0,0,0,0,0,0,0.000250088,0,0,0.0020007,0,0,0,0.000250088,0,0,0,0.001250438,0,0.000150053,0.000250088,0,0,38.05,80,35,1
320,No Processing,0,0.995,0,0,0,0,0,0,0.0005,0,0,0.0002,0,0,0.0003,0.0003,0,0,0,0.0002,0,0.0002,0.003,0.0003,0,2.4,75.842327,27.579028,1
321,No Processing,0,0.995,0,0,0,0,0,0,0.0005,0,0,0.0002,0,0,0.0003,0.0003,0,0,0,0.0002,0,0.0002,0.003,0.0003,0,40,75.842327,34.473785,1
322,No Processing,0,0.9925,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,32,89.631841,27.579028,1
323,No Processing,0,0.9922,0,0,0,0,0,0,0.0005,0,0,0,0,0,0.0005,0.0005,0,0,0,0.0055,0,0.0003,0,0.0005,0,40,75,,1
324,No Processing,0,0.992,0,0,0,0,0,0,0.0002,0,0,0.0002,0,0,0,0.0002,0,0,0,0.007,0,0.0002,0,0.0002,0,35,89.631841,34.473785,1
325,No Processing,0,0.992,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,25,125,40,1
326,No Processing,0,0.992,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,25,110.316112,41.368542,1
327,No Processing,0,0.992,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,30,124.105626,41.368542,1
328,No Processing,0,0.991,0,0,0,0,0,0,0.001,0,0,0,0,0,0.006,0.002,0,0,0,0,0,0,0,0,0,25,110.316112,41.368542,1
329,No Processing,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,,89.631841,48.263299,1
330,No Processing,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,,89.631841,48.263299,1
331,No Processing,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.006,0,0,0,0,0,0,0,0,0,24,115,55,1
332,No Processing,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,,90,50,1
333,No Processing,0,0.9885,0,0,0,0,0,0,0.0025,0,0,0,0,0,0.006,0,0,0,0,0.003,0,0,0,0,0,30,110.316112,41.368542,1
334,No Processing,0,0.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,30,110.316112,41.368542,1
335,No Processing,0,0.98725,0,0,0,0,0,0,0.00125,0,0,0,0,0,0,0.0005,0,0,0,0.01,0,0,0,0.001,0,35,90,,1
336,No Processing,0,0.987,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.003,0,0,0,0,0,0,0,0,0,22,131.000383,48.263299,1
337,No Processing,0,0.987,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.003,0,0,0,0,0,0,0,0,0,22,130,50,1
338,No Processing,0,0.9868,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,30,110,40,1
339,No Processing,0,0.986,0,0,0,0,0,0,0.001,0,0,0,0,0,0.01,0.003,0,0,0,0,0,0,0,0,0,22,131.000383,48.263299,1
340,No Processing,0,0.986,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,24,145,55,1
341,No Processing,0,0.986,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,24,144.789897,55.158056,1
342,No Processing,0,0.984992496,0,0,0,0,0,0.00050025,0.00050025,0,0,0.001750875,0,0,0.006753377,0.00050025,0,0,0,0.004002001,0,0.00050025,0,0.00050025,0,21.95,120.5,50.15,1
343,No Processing,0,0.9845,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0.012,0,0,0,0,0,0,0,0,0,25,131.000383,55.158056,1
344,No Processing,0,0.9836,0,0,0,0,0,0.0005,0.0015,0,0,0.00575,0,0,0,0,0.00695,0,0,0.0017,0,0,0,0,0,30,110,,1
345,No Processing,0,0.983237428,0,0,0,0,0,0.000500375,0.001000751,0,0,0.003502627,0,0,0.008006005,0.001000751,0,0,0,0.001501126,0,0,0,0.001250938,0,26.05,120,45,1
346,No Processing,0,0.983,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0.011,0,0,0,0,0,0,0,0,30,110.316112,41.368542,1
347,No Processing,0,0.98075,0,0,0,0,0,0.001,0.001,0,0,0.0035,0,0,0.00675,0.001,0,0,0,0.004,0,0.001,0,0.001,0,30,90,,1
348,No Processing,0,0.9795,0,0,0,0,0,0.002,0.0025,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,25,124.105626,55.158056,1
349,No Processing,0,0.9792,0,0,0,0,0,0.002,0.0028,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,25,125,55,1
350,No Processing,0,0.978478478,0,0,0,0,0,0.000500501,0.000500501,0,0,0.003503504,0,0,0.001501502,0.012012012,0,0,0,0.002502503,0,0,0,0.001001001,0,25,105,45,1
351,No Processing,0,0.978,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.012,0,0,0,0,0,0,0,0,0,20,179.263682,68.94757,1
352,No Processing,0,0.978,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.012,0,0,0,0,0,0,0,0,0,20,180,70,1
353,No Processing,0,0.977988994,0,0,0,0,0,0.0010005,0.00150075,0,0,0.003501751,0,0,0.005002501,0.005502751,0,0,0,0.003001501,0,0.00050025,0,0.002001001,0,18.05,110.5,90.5,1
354,No Processing,0,0.9775,0,0,0,0,0,0.0025,0,0,0,0,0,0,0.013,0,0,0,0,0.007,0,0,0,0,0,35,110.316112,55.158056,1
355,No Processing,0,0.976488244,0,0,0,0,0,0.00050025,0.0010005,0,0,0.002501251,0,0,0.004252126,0.0010005,0,0,0,0.012506253,0,0.000750375,0,0.0010005,0,27,100.3,50.15,1
356,No Processing,0,0.9745,0,0,0,0,0,0.001,0.002,0,0,0.007,0,0,0.008,0.002,0,0,0,0.003,0,0,0,0.0025,0,30,125,,1
357,No Processing,0,0.974,0,0,0,0,0,0.002,0,0,0,0,0,0,0.013,0.011,0,0,0,0,0,0,0,0,0,18,186.158439,75.842327,1
358,No Processing,0,0.973,0,0,0,0,0,0,0.001,0,0,0,0,0,0.025,0.001,0,0,0,0,0,0,0,0,0,23,179.263682,82.737084,1
359,No Processing,0,0.9725,0,0,0,0,0,0.0025,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,25,193.053196,89.631841,1
360,No Processing,0,0.9725,0,0,0,0,0,0.0025,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,25,195,90,1
361,No Processing,0,0.9725,0,0,0,0,0,0.0025,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,25,195,90,1
362,No Processing,0,0.972472472,0,0,0,0,0,0.000500501,0.003753754,0,0,0.002502503,0,0,0.006006006,0.005005005,0,0,0,0.008008008,0,0.000500501,0,0.001251251,0,26,121.5,58,1
363,No Processing,0,0.97225,0,0,0,0,0,0,0.00125,0,0,0.007,0,0,0,0.0125,0,0,0,0.006,0,0,0,0.001,0,30,110,,1
364,No Processing,0,0.971,0,0,0,0,0,0.0012,0,0,0,0,0,0,0.027,0.0008,0,0,0,0,0,0,0,0,0,22,250,115,1
365,No Processing,0,0.9695,0,0,0,0,0,0,0.0025,0,0,0,0,0,0.008,0.007,0,0,0,0.013,0,0,0,0,0,20,144.789897,68.94757,1
366,No Processing,0,0.969484742,0,0,0,0,0,0,0.001250625,0,0,0.003501751,0,0,0.010505253,0.012506253,0,0,0,0.00150075,0,0,0,0.001250625,0,25.5,152.5,62.1,1
367,No Processing,0,0.968968969,0,0,0,0,0,0.000750751,0.000750751,0,0,0.002502503,0,0,0.020520521,0.003003003,0,0,0,0.002002002,0,0.000750751,0,0.000750751,0,19.5,180,68,1
368,No Processing,0,0.968968969,0,0,0,0,0,0.000750751,0.000750751,0,0,0.002502503,0,0,0.020520521,0.003003003,0,0,0,0.002002002,0,0.000750751,0,0.000750751,0,19.5,180,68,1
369,No Processing,0,0.968468468,0,0,0,0,0,0.000500501,0.003753754,0,0,0.002502503,0,0,0.008008008,0.005005005,0,0,0,0.01001001,0,0.000500501,0,0.001251251,0,25.5,129.5,61,1
370,No Processing,0,0.968,0,0,0,0,0,0.001,0.002,0,0,0.007,0,0,0.0145,0.001,0,0,0,0.004,0,0,0,0.0025,0,24,145,,1
371,No Processing,0,0.967725794,0,0,0,0,0,0.002501876,0.000500375,0,0,0.002001501,0,0,0.025018764,0.000500375,0,0,0,0.001250938,0,0,0,0.000500375,0,15.15,181,69.45,1
372,No Processing,0,0.9665,0,0,0,0,0,0.002,0.003,0,0,0.007,0,0,0.005,0.0055,0,0,0,0.006,0,0.001,0,0.004,0,24,120,,1
373,No Processing,0,0.964,0,0,0,0,0,0,0.0005,0,0,0,0,0,0.035,0.0005,0,0,0,0,0,0,0,0,0,24,227.526981,96.526598,1
374,No Processing,0,0.964,0,0,0,0,0,0.001,0.003,0,0,0.007,0,0,0.004,0.0125,0,0,0,0.006,0,0,0,0.0025,0,25,130,,1
375,No Processing,0,0.9635,0,0,0,0,0,0.001,0,0,0,0,0,0,0.0275,0.008,0,0,0,0,0,0,0,0,0,22,248.211252,117.210869,1
376,No Processing,0,0.963,0,0,0,0,0,0.0025,0.001,0,0,0.004,0,0,0.025,0.001,0,0,0,0.0025,0,0,0,0.001,0,25,195,,1
377,No Processing,0,0.9625,0,0,0,0,0,0.0025,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,27,240,115,1
378,No Processing,0,0.9625,0,0,0,0,0,0.0025,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,27,240,115,1
379,No Processing,0,0.9625,0,0,0,0,0,0.0025,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,27,241.316495,117.210869,1
380,No Processing,0,0.962,0,0,0,0,0,0,0.0025,0,0,0.007,0,0,0.0105,0.0125,0,0,0,0.003,0,0,0,0.0025,0,20,180,,1
381,No Processing,0,0.95947974,0,0,0,0,0,0.00050025,0.026013007,0,0,0.002501251,0,0,0.004502251,0.002501251,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,26.5,116,56,1
382,No Processing,0,0.958719039,0,0,0,0,0,0.001501126,0.000500375,0,0,0.002001501,0,0,0.031023267,0.002501876,0,0,0,0.002001501,0,0.000750563,0,0.001000751,0,23.65,208.5,100,1
383,No Processing,0,0.958197747,0,0,0,0,0,0.001251564,0.000500626,0,0,0.002002503,0,0,0.027033792,0.007509387,0,0,0,0.001251564,0,0.001001252,0,0.001251564,0,15,225.5,87.35,1
384,No Processing,0,0.958,0,0,0,0,0,0,0.009,0,0,0,0,0,0.011,0.009,0,0,0,0.013,0,0,0,0,0,18,151.684654,82.737084,1
385,No Processing,0,0.957,0,0,0,0,0,0,0.01,0,0,0,0,0,0.011,0.008,0,0,0,0.014,0,0,0,0,0,,150,85,1
386,No Processing,0,0.95623906,0,0,0,0,0,0.002500625,0.000500125,0,0,0.0020005,0,0,0.035008752,0.000500125,0,0,0,0.001250313,0,0.00100025,0,0.00100025,0,23,235,110.5,1
387,No Processing,0,0.9545,0,0,0,0,0,0.001,0,0,0,0,0,0,0.04,0.0045,0,0,0,0,0,0,0,0,0,22,262.000766,117.210869,1
388,No Processing,0,0.954,0,0,0,0,0,0.0015,0,0,0,0,0,0,0.04,0.0045,0,0,0,0,0,0,0,0,0,22,260,115,1
389,No Processing,0,0.95225,0,0,0,0,0,0.00125,0.001,0,0,0.004,0,0,0.027,0.0075,0,0,0,0.0025,0,0.002,0,0.0025,0,22,250,,1
390,No Processing,0,0.95,0,0,0,0,0,0,0.04,0,0,0,0,0,0.005,0.005,0,0,0,0,0,0,0,0,0,22,179.263682,68.94757,1
391,No Processing,0,0.9488,0,0,0,0,0,0.00025,0.00025,0,0,0.0031,0,0,0.0432,0.0034,0,0,0,0.001,0,0,0,0,0,28,275,140,1
392,No Processing,0,0.9488,0,0,0,0,0,0.00025,0.00025,0,0,0.0031,0,0,0.0432,0.0034,0,0,0,0.001,0,0,0,0,0,28,275,140,1
393,No Processing,0,0.9485,0,0,0,0,0,0.003,0.001,0,0,0.004,0,0,0.031,0.005,0,0,0,0.004,0,0.0015,0,0.002,0,22.6,229.9,105.1,1
394,No Processing,0,0.9485,0,0,0,0,0,0.003,0.001,0,0,0.004,0,0,0.031,0.005,0,0,0,0.004,0,0.0015,0,0.002,0,23.9,220.2,105.6,1
395,No Processing,0,0.9485,0,0,0,0,0,0.003,0.001,0,0,0.004,0,0,0.031,0.005,0,0,0,0.004,0,0.0015,0,0.002,0,25.8,219.5,103.2,1
396,No Processing,0,0.9476,0,0,0,0,0,0.0012,0,0,0,0,0,0,0.05,0.0012,0,0,0,0,0,0,0,0,0,,290,150,1
397,No Processing,0,0.9475,0,0,0,0,0,0.0015,0,0,0,0,0,0,0.044,0.007,0,0,0,0,0,0,0,0,0,16,276,124,1
398,No Processing,0,0.9475,0,0,0,0,0,0.0015,0,0,0,0,0,0,0.044,0.007,0,0,0,0,0,0,0,0,0,,290,145,1
399,No Processing,0,0.9475,0,0,0,0,0,0.0015,0,0,0,0,0,0,0.044,0.007,0,0,0,0,0,0,0,0,0,16,276,124,1
400,No Processing,0,0.947,0,0,0,0,0,0.0012,0,0,0,0,0,0,0.051,0.0008,0,0,0,0,0,0,0,0,0,,310,160,1
401,No Processing,0,0.946946947,0,0,0,0,0,0.001501502,0.000500501,0,0,0.002502503,0,0,0.04004004,0.004504505,0,0,0,0.002002002,0,0.000750751,0,0.001251251,0,16,253.5,102,1
402,No Processing,0,0.9465,0,0,0,0,0,0.001,0,0,0,0,0,0,0.0445,0.008,0,0,0,0,0,0,0,0,0,22,289.579794,144.789897,1
403,No Processing,0,0.946,0,0,0,0,0,0.001,0,0,0,0,0,0,0.052,0.001,0,0,0,0,0,0,0,0,0,35,289.579794,151.684654,1
404,No Processing,0,0.945709282,0,0,0,0,0,0.000500375,0.000750563,0,0,0.001751313,0,0,0.045033775,0.003502627,0,0,0,0.001000751,0,0.000500375,0,0.001250938,0,25,280,143,1
405,No Processing,0,0.942,0,0,0,0,0,0,0.04,0,0,0,0,0,0.006,0.007,0,0,0,0.005,0,0,0,0,0,,180,70,1
406,No Processing,0,0.940470235,0,0,0,0,0,0.00150075,0.00050025,0,0,0.002001001,0,0,0.044522261,0.007003502,0,0,0,0.002001001,0,0.000750375,0,0.001250625,0,14,265.5,120.5,1
407,No Processing,0,0.94,0,0,0,0,0,0.0015,0.001,0,0,0.005,0,0,0.04,0.0045,0,0,0,0.004,0,0.0015,0,0.0025,0,22,260,,1
408,No Processing,0,0.9385,0,0,0,0,0,0.001,0,0,0,0,0,0,0.0525,0.008,0,0,0,0,0,0,0,0,0,24,310.264065,158.579411,1
409,No Processing,0,0.937,0,0,0,0.002,0,0,0.045,0,0,0,0,0.011,0,0.005,0,0,0,0,0,0,0,0,0,19,199.947953,82.737084,1
410,No Processing,0,0.935,0,0,0,0,0,0,0.044,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,20,185,75,1
411,No Processing,0,0.935,0,0,0,0,0,0,0.044,0,0,0,0,0,0.005,0.008,0,0,0,0.008,0,0,0,0,0,,185,95,1
412,No Processing,0,0.934233558,0,0,0,0,0,0.001250313,0.000500125,0,0,0.0020005,0,0,0.051012753,0.007501875,0,0,0,0.001250313,0,0.00100025,0,0.001250313,0,14,276,117,1
413,No Processing,0,0.934,0,0,0,0,0,0.0015,0.001,0,0,0.004,0,0,0.0445,0.007,0,0,0,0.004,0,0.0015,0,0.0025,0,22,290,,1
414,No Processing,0,0.934,0,0,0,0,0,0,0.044,0,0,0,0,0,0.005,0.008,0,0,0,0.009,0,0,0,0,0,18,186.158439,96.526598,1
415,No Processing,0,0.934,0,0,0,0,0,0,0.045,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,20,186.158439,75.842327,1
416,No Processing,0,0.934,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.006,0,0,0,0,0,0,0,0,0,20,345,170,1
417,No Processing,0,0.9334,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0.0006,0,0,0,18,170,75,1
418,No Processing,0,0.9315,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.001,0,0.0015,20,172.368925,68.94757,1
419,No Processing,0,0.92825,0,0,0,0,0,0.00125,0.001,0,0,0.004,0,0,0.051,0.0075,0,0,0,0.0025,0,0.002,0,0.0025,0,24,310,,1
420,No Processing,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,20,185,75,1
421,No Processing,0,0.9075,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.005,0,0,0.015,0.0625,0,0,0,0,28,117.210869,48.263299,1
422,No Processing,0,0.9007,0,0,0,0,0,0.0023,0.016,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0.056,0,17,230,105,1
423,No Processing,0,0.9,0,0,0,0,0,0.003,0.016,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0.056,0,17,227.526981,103.421355,1
424,No Processing,0,0.893625538,0,0,0,0,0,0.002301611,0.016011208,0,0,0.002501751,0,0,0.025017512,0.001501051,0,0,0,0.002001401,0,0.0010007,0,0.056039227,0,15,225,105,1
425,No Processing,0,0.882,0,0,0,0,0,0.003,0.02,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0.068,0,15,227.526981,103.421355,1
426,No Processing,0,0.8817,0,0,0,0,0,0.0023,0.02,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0.068,0,15,230,105,1
427,No Processing,0,0.872,0,0,0,0,0,0.003,0.021,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.074,0,14,255.106009,151.684654,1
428,Solutionised + Artificially over aged,0,0.9235,0.0001,0,0,0,0,0,0,0,0,0.0007,0,0,0.0041,0,0,0,0,0.0702,0,0.0014,0,0,0,7.4,95.6,80.3,3
429,Solutionised + Artificially over aged,0,0.9186,0.0001,0,0,0,0,0,0,0.0041,0,0.0008,0,0,0.0032,0,0,0,0,0.0721,0,0.0011,0,0,0,8.3,100,92.4,3
430,Solutionised + Artificially over aged,0,0.9181,0.0001,0,0,0,0,0,0,0.0022,0,0.0008,0,0,0.0036,0,0,0,0,0.0738,0,0.0014,0,0,0,12.7,115.7,104,3
431,Solutionised + Artificially over aged,0,0.9235,0.0001,0,0,0,0,0,0,0,0,0.0007,0,0,0.0041,0,0,0,0,0.0702,0,0.0014,0,0,0,3.7,119.3,108.6,3
432,Solutionised + Artificially over aged,0,0.9186,0.0001,0,0,0,0,0,0,0.0041,0,0.0008,0,0,0.0032,0,0,0,0,0.0721,0,0.0011,0,0,0,3.3,139.9,119.3,3
433,Solutionised + Artificially over aged,0,0.9181,0.0001,0,0,0,0,0,0,0.0022,0,0.0008,0,0,0.0036,0,0,0,0,0.0738,0,0.0014,0,0,0,5.6,165.8,139.2,3
434,Solutionised + Cold Worked + Naturally aged,0.0007,0.9208,0,0,0,0,0,0,0.0637,0,0,0.0057,0,0,0.0001,0.0018,0,0,0,0,0,0.0006,0,0.0066,0,17,190,140,8
435,Solutionised + Cold Worked + Naturally aged,0,0.916,0,0,0,0,0,0,0.0685,0,0,0.006,0,0,0.0001,0.002,0,0,0,0,0,0.0006,0,0.0068,0,15,210,140,8
436,Solutionised + Cold Worked + Naturally aged,0.0003,0.9153,0,0,0,0,0,0,0.0678,0,0,0.0062,0,0,0.0001,0.0019,0,0,0,0,0,0.0008,0,0.0076,0,14,180,145,8
437,Solutionised + Cold Worked + Naturally aged,0.001,0.9151,0,0,0,0,0,0,0.0684,0,0,0.0061,0,0,0.0001,0.0018,0,0,0,0,0,0.0002,0,0.0073,0,14,185,140,8
438,Naturally aged,0.0007,0.9208,0,0,0,0,0,0,0.0637,0,0,0.0057,0,0,0.0001,0.0018,0,0,0,0,0,0.0006,0,0.0066,0,25,360,130,8
439,Naturally aged,0,0.916,0,0,0,0,0,0,0.0685,0,0,0.006,0,0,0.0001,0.002,0,0,0,0,0,0.0006,0,0.0068,0,26,350,140,8
440,Naturally aged,0.0003,0.9153,0,0,0,0,0,0,0.0678,0,0,0.0062,0,0,0.0001,0.0019,0,0,0,0,0,0.0008,0,0.0076,0,23,360,145,8
441,Naturally aged,0.001,0.9151,0,0,0,0,0,0,0.0684,0,0,0.0061,0,0,0.0001,0.0018,0,0,0,0,0,0.0002,0,0.0073,0,13,350,150,8
442,Solutionised  + Artificially peak aged,0.0007,0.9208,0,0,0,0,0,0,0.0637,0,0,0.0057,0,0,0.0001,0.0018,0,0,0,0,0,0.0006,0,0.0066,0,12,480,380,2
443,Solutionised  + Artificially peak aged,0,0.916,0,0,0,0,0,0,0.0685,0,0,0.006,0,0,0.0001,0.002,0,0,0,0,0,0.0006,0,0.0068,0,8,440,330,2
444,Solutionised  + Artificially peak aged,0.0003,0.9153,0,0,0,0,0,0,0.0678,0,0,0.0062,0,0,0.0001,0.0019,0,0,0,0,0,0.0008,0,0.0076,0,4,420,360,2
445,Solutionised  + Artificially peak aged,0.001,0.9151,0,0,0,0,0,0,0.0684,0,0,0.0061,0,0,0.0001,0.0018,0,0,0,0,0,0.0002,0,0.0073,0,2,400,360,2
446,Solutionised + Artificially over aged,0,0.88282,0,0,0,0,0,0.0018,0.017,0,0,0.0022,0,0,0.0275,0,0.001,0,0,0.0006,0,0.00028,0,0.0668,0,,545,515,4
447,Solutionised + Artificially over aged,0,0.8945,0,0,0,0,0,0,0.0145,0,0,0.0006,0,0,0.0175,0,0,0,0,0.0002,0,0,0,0.0715,0.0012,12.5,578,528,4
448,Solutionised + Artificially over aged,0,0.8945,0,0,0,0,0,0,0.0145,0,0,0.0006,0,0,0.0175,0,0,0,0,0.0002,0,0,0,0.0715,0.0012,13,509,430,4
449,Solutionised + Artificially over aged,0,0.8945,0,0,0,0,0,0,0.0145,0,0,0.0006,0,0,0.0175,0,0,0,0,0.0002,0,0,0,0.0715,0.0012,11,578,528,4
450,Solutionised  + Artificially peak aged,0,0.8945,0,0,0,0,0,0,0.0145,0,0,0.0006,0,0,0.0175,0,0,0,0,0.0002,0,0,0,0.0715,0.0012,13.5,582,530,2
451,Solutionised + Artificially over aged,0,0.8945,0,0,0,0,0,0,0.0145,0,0,0.0006,0,0,0.0175,0,0,0,0,0.0002,0,0,0,0.0715,0.0012,10,526,460,4
452,Solutionised  + Artificially peak aged,0,0.9965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,,,190,2
453,Naturally aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,20,151.684654,89.631841,8
454,Naturally aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,20,151.684654,89.631841,8
455,Naturally aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,20,150,90,8
456,Naturally aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,20,150,90,8
457,Naturally aged,0,0.984992496,0,0,0,0,0,0.00050025,0.00050025,0,0,0.001750875,0,0,0.006753377,0.00050025,0,0,0,0.004002001,0,0.00050025,0,0.00050025,0,14.65,124.5,65,8
458,Naturally aged,0,0.983237428,0,0,0,0,0,0.000500375,0.000500375,0,0,0.001751313,0,0,0.005003753,0.000500375,0,0,0,0.007505629,0,0.000500375,0,0.000500375,0,19.5,184,113.5,8
459,Naturally aged,0,0.98075,0,0,0,0,0,0.001,0.001,0,0,0.0035,0,0,0.00675,0.001,0,0,0,0.004,0,0.001,0,0.001,0,20,150,,8
460,Naturally aged,0,0.978734051,0,0,0,0,0,0.001501126,0.001501126,0,0,0.001751313,0,0,0.005504128,0.002501876,0,0,0,0.007005254,0,0.000500375,0,0.001000751,0,18.3,184,108.5,8
461,Naturally aged,0,0.976488244,0,0,0,0,0,0.00050025,0.0010005,0,0,0.002501251,0,0,0.004252126,0.0010005,0,0,0,0.012506253,0,0.000750375,0,0.0010005,0,24.5,150.5,90.25,8
462,Solutionised  + Artificially peak aged,0,0.9297,0,0,0,0,0,0,0.063,0,0,0.0014,0,0,0,0.0025,0,0,0,0.0008,0,0.0007,0.0006,0,0.0013,8.2,434,346,2
463,Solutionised  + Artificially peak aged,0,0.9297,0,0,0,0,0,0,0.063,0,0,0.0014,0,0,0,0.0025,0,0,0,0.0008,0,0.0007,0.0006,0,0.0013,9.1,433,342,2
